Some weights of the model checkpoint at allenai/longformer-base-4096 were not used when initializing LongformerModel: ['lm_head.dense.bias', 'lm_head.dense.weight', 'lm_head.decoder.weight', 'lm_head.layer_norm.weight', 'lm_head.bias', 'lm_head.layer_norm.bias']
- This IS expected if you are initializing LongformerModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing LongformerModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at emilyalsentzer/Bio_ClinicalBERT were not used when initializing BertModel: ['cls.predictions.transform.LayerNorm.weight', 'cls.seq_relationship.bias', 'cls.predictions.decoder.weight', 'cls.seq_relationship.weight', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.transform.dense.bias', 'cls.predictions.bias', 'cls.predictions.transform.dense.weight']
- This IS expected if you are initializing BertModel from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertModel from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
ehr loaded
cxr loaded
==> training
running for fusion_type fused_ehr
0
starting val epoch 0
val [0000 / 0050] validation loss: 	2.53743
checkpoint
starting train epoch 0
 epoch [0000 / 0050] [0009/4485] eta: 9 Days 21:8:6         lr: 	1.0000E-05 loss: 	4.10956 loss align 0.0000
 epoch [0008 / 0050] [2009/4485] eta: 0 Days 5:55:48        lr: 	1.0000E-05 loss: 	1.47792 loss align 0.0000
 epoch [0008 / 0050] [2109/4485] eta: 0 Days 5:55:33        lr: 	1.0000E-05 loss: 	1.47912 loss align 0.0000
 epoch [0008 / 0050] [2209/4485] eta: 0 Days 5:55:19        lr: 	1.0000E-05 loss: 	1.47872 loss align 0.0000
 epoch [0008 / 0050] [2309/4485] eta: 0 Days 5:55:5         lr: 	1.0000E-05 loss: 	1.46706 loss align 0.0000
 epoch [0008 / 0050] [2409/4485] eta: 0 Days 5:54:50        lr: 	1.0000E-05 loss: 	1.46676 loss align 0.0000
 epoch [0008 / 0050] [2509/4485] eta: 0 Days 5:54:36        lr: 	1.0000E-05 loss: 	1.45692 loss align 0.0000
 epoch [0008 / 0050] [2609/4485] eta: 0 Days 5:54:22        lr: 	1.0000E-05 loss: 	1.46128 loss align 0.0000
 epoch [0008 / 0050] [2709/4485] eta: 0 Days 5:54:8         lr: 	1.0000E-05 loss: 	1.45933 loss align 0.0000
 epoch [0008 / 0050] [2809/4485] eta: 0 Days 5:53:54        lr: 	1.0000E-05 loss: 	1.46034 loss align 0.0000
 epoch [0008 / 0050] [2909/4485] eta: 0 Days 5:53:39        lr: 	1.0000E-05 loss: 	1.46095 loss align 0.0000
 epoch [0008 / 0050] [3009/4485] eta: 0 Days 5:53:25        lr: 	1.0000E-05 loss: 	1.45206 loss align 0.0000
 epoch [0008 / 0050] [3109/4485] eta: 0 Days 5:53:11        lr: 	1.0000E-05 loss: 	1.47162 loss align 0.0000
 epoch [0008 / 0050] [3209/4485] eta: 0 Days 5:52:57        lr: 	1.0000E-05 loss: 	1.48335 loss align 0.0000
 epoch [0008 / 0050] [3309/4485] eta: 0 Days 5:52:43        lr: 	1.0000E-05 loss: 	1.48292 loss align 0.0000
 epoch [0008 / 0050] [3409/4485] eta: 0 Days 5:52:29        lr: 	1.0000E-05 loss: 	1.48988 loss align 0.0000
 epoch [0008 / 0050] [3509/4485] eta: 0 Days 5:52:15        lr: 	1.0000E-05 loss: 	1.48943 loss align 0.0000
 epoch [0008 / 0050] [3609/4485] eta: 0 Days 5:52:1         lr: 	1.0000E-05 loss: 	1.49813 loss align 0.0000
 epoch [0008 / 0050] [3709/4485] eta: 0 Days 5:51:47        lr: 	1.0000E-05 loss: 	1.50068 loss align 0.0000
 epoch [0008 / 0050] [3809/4485] eta: 0 Days 5:51:32        lr: 	1.0000E-05 loss: 	1.49351 loss align 0.0000
 epoch [0008 / 0050] [3909/4485] eta: 0 Days 5:51:18        lr: 	1.0000E-05 loss: 	1.50475 loss align 0.0000
 epoch [0008 / 0050] [4009/4485] eta: 0 Days 5:51:4         lr: 	1.0000E-05 loss: 	1.49789 loss align 0.0000
 epoch [0008 / 0050] [4109/4485] eta: 0 Days 5:50:51        lr: 	1.0000E-05 loss: 	1.49657 loss align 0.0000
 epoch [0008 / 0050] [4209/4485] eta: 0 Days 5:50:37        lr: 	1.0000E-05 loss: 	1.49832 loss align 0.0000
 epoch [0008 / 0050] [4309/4485] eta: 0 Days 5:50:23        lr: 	1.0000E-05 loss: 	1.49259 loss align 0.0000
 epoch [0008 / 0050] [4409/4485] eta: 0 Days 5:50:9         lr: 	1.0000E-05 loss: 	1.49720 loss align 0.0000
9
starting val epoch 9
val [0009 / 0050] validation loss: 	1.48716
starting train epoch 9
 epoch [0009 / 0050] [0009/4485] eta: 0 Days 5:51:44        lr: 	1.0000E-05 loss: 	1.09316 loss align 0.0000
 epoch [0009 / 0050] [0109/4485] eta: 0 Days 5:51:29        lr: 	1.0000E-05 loss: 	1.56081 loss align 0.0000
 epoch [0009 / 0050] [0209/4485] eta: 0 Days 5:51:15        lr: 	1.0000E-05 loss: 	1.68830 loss align 0.0000
 epoch [0009 / 0050] [0309/4485] eta: 0 Days 5:51:1         lr: 	1.0000E-05 loss: 	1.57065 loss align 0.0000
 epoch [0009 / 0050] [0409/4485] eta: 0 Days 5:50:46        lr: 	1.0000E-05 loss: 	1.56063 loss align 0.0000
 epoch [0009 / 0050] [0509/4485] eta: 0 Days 5:50:32        lr: 	1.0000E-05 loss: 	1.47986 loss align 0.0000
 epoch [0009 / 0050] [0609/4485] eta: 0 Days 5:50:18        lr: 	1.0000E-05 loss: 	1.54619 loss align 0.0000
 epoch [0009 / 0050] [0709/4485] eta: 0 Days 5:50:4         lr: 	1.0000E-05 loss: 	1.52818 loss align 0.0000
 epoch [0009 / 0050] [0809/4485] eta: 0 Days 5:49:50        lr: 	1.0000E-05 loss: 	1.50678 loss align 0.0000
 epoch [0009 / 0050] [0909/4485] eta: 0 Days 5:49:35        lr: 	1.0000E-05 loss: 	1.52429 loss align 0.0000
 epoch [0009 / 0050] [1009/4485] eta: 0 Days 5:49:21        lr: 	1.0000E-05 loss: 	1.52043 loss align 0.0000
 epoch [0009 / 0050] [1109/4485] eta: 0 Days 5:49:7         lr: 	1.0000E-05 loss: 	1.53419 loss align 0.0000
 epoch [0009 / 0050] [1209/4485] eta: 0 Days 5:48:53        lr: 	1.0000E-05 loss: 	1.50699 loss align 0.0000
 epoch [0009 / 0050] [1309/4485] eta: 0 Days 5:48:39        lr: 	1.0000E-05 loss: 	1.51334 loss align 0.0000
 epoch [0009 / 0050] [1409/4485] eta: 0 Days 5:48:25        lr: 	1.0000E-05 loss: 	1.56361 loss align 0.0000
 epoch [0009 / 0050] [1509/4485] eta: 0 Days 5:48:11        lr: 	1.0000E-05 loss: 	1.54426 loss align 0.0000
 epoch [0009 / 0050] [1609/4485] eta: 0 Days 5:47:57        lr: 	1.0000E-05 loss: 	1.52825 loss align 0.0000
 epoch [0009 / 0050] [1709/4485] eta: 0 Days 5:47:44        lr: 	1.0000E-05 loss: 	1.53217 loss align 0.0000
 epoch [0009 / 0050] [1809/4485] eta: 0 Days 5:47:30        lr: 	1.0000E-05 loss: 	1.52775 loss align 0.0000
 epoch [0009 / 0050] [1909/4485] eta: 0 Days 5:47:16        lr: 	1.0000E-05 loss: 	1.53999 loss align 0.0000
 epoch [0009 / 0050] [2009/4485] eta: 0 Days 5:47:2         lr: 	1.0000E-05 loss: 	1.54289 loss align 0.0000
 epoch [0009 / 0050] [2109/4485] eta: 0 Days 5:46:48        lr: 	1.0000E-05 loss: 	1.53537 loss align 0.0000
 epoch [0009 / 0050] [2209/4485] eta: 0 Days 5:46:35        lr: 	1.0000E-05 loss: 	1.55384 loss align 0.0000
 epoch [0009 / 0050] [2309/4485] eta: 0 Days 5:46:21        lr: 	1.0000E-05 loss: 	1.54155 loss align 0.0000
 epoch [0009 / 0050] [2409/4485] eta: 0 Days 5:46:7         lr: 	1.0000E-05 loss: 	1.54118 loss align 0.0000
 epoch [0009 / 0050] [2509/4485] eta: 0 Days 5:45:53        lr: 	1.0000E-05 loss: 	1.54272 loss align 0.0000
 epoch [0009 / 0050] [2609/4485] eta: 0 Days 5:45:40        lr: 	1.0000E-05 loss: 	1.53902 loss align 0.0000
 epoch [0009 / 0050] [2709/4485] eta: 0 Days 5:45:26        lr: 	1.0000E-05 loss: 	1.53365 loss align 0.0000
 epoch [0009 / 0050] [2809/4485] eta: 0 Days 5:45:12        lr: 	1.0000E-05 loss: 	1.54817 loss align 0.0000
 epoch [0009 / 0050] [2909/4485] eta: 0 Days 5:44:59        lr: 	1.0000E-05 loss: 	1.53838 loss align 0.0000
 epoch [0009 / 0050] [3009/4485] eta: 0 Days 5:44:45        lr: 	1.0000E-05 loss: 	1.54918 loss align 0.0000
 epoch [0009 / 0050] [3109/4485] eta: 0 Days 5:44:31        lr: 	1.0000E-05 loss: 	1.55123 loss align 0.0000
 epoch [0009 / 0050] [3209/4485] eta: 0 Days 5:44:18        lr: 	1.0000E-05 loss: 	1.53693 loss align 0.0000
 epoch [0009 / 0050] [3309/4485] eta: 0 Days 5:44:4         lr: 	1.0000E-05 loss: 	1.53608 loss align 0.0000
 epoch [0009 / 0050] [3409/4485] eta: 0 Days 5:43:50        lr: 	1.0000E-05 loss: 	1.53943 loss align 0.0000
 epoch [0009 / 0050] [3509/4485] eta: 0 Days 5:43:37        lr: 	1.0000E-05 loss: 	1.53878 loss align 0.0000
 epoch [0009 / 0050] [3609/4485] eta: 0 Days 5:43:23        lr: 	1.0000E-05 loss: 	1.53588 loss align 0.0000
 epoch [0009 / 0050] [3709/4485] eta: 0 Days 5:43:10        lr: 	1.0000E-05 loss: 	1.54545 loss align 0.0000
 epoch [0009 / 0050] [3809/4485] eta: 0 Days 5:42:56        lr: 	1.0000E-05 loss: 	1.54262 loss align 0.0000
 epoch [0009 / 0050] [3909/4485] eta: 0 Days 5:42:43        lr: 	1.0000E-05 loss: 	1.54273 loss align 0.0000
 epoch [0009 / 0050] [4009/4485] eta: 0 Days 5:42:29        lr: 	1.0000E-05 loss: 	1.53889 loss align 0.0000
 epoch [0009 / 0050] [4109/4485] eta: 0 Days 5:42:16        lr: 	1.0000E-05 loss: 	1.55697 loss align 0.0000
 epoch [0009 / 0050] [4209/4485] eta: 0 Days 5:42:2         lr: 	1.0000E-05 loss: 	1.55470 loss align 0.0000
 epoch [0009 / 0050] [4309/4485] eta: 0 Days 5:41:49        lr: 	1.0000E-05 loss: 	1.55522 loss align 0.0000
 epoch [0009 / 0050] [4409/4485] eta: 0 Days 5:41:35        lr: 	1.0000E-05 loss: 	1.56713 loss align 0.0000
10
starting val epoch 10
val [0010 / 0050] validation loss: 	1.45148
starting train epoch 10
 epoch [0010 / 0050] [0009/4485] eta: 0 Days 5:42:57        lr: 	1.0000E-05 loss: 	0.72286 loss align 0.0000
 epoch [0010 / 0050] [0109/4485] eta: 0 Days 5:42:42        lr: 	1.0000E-05 loss: 	1.52078 loss align 0.0000
 epoch [0010 / 0050] [0209/4485] eta: 0 Days 5:42:28        lr: 	1.0000E-05 loss: 	1.35774 loss align 0.0000
 epoch [0010 / 0050] [0309/4485] eta: 0 Days 5:42:14        lr: 	1.0000E-05 loss: 	1.40331 loss align 0.0000
 epoch [0010 / 0050] [0409/4485] eta: 0 Days 5:42:0         lr: 	1.0000E-05 loss: 	1.48966 loss align 0.0000
 epoch [0010 / 0050] [0509/4485] eta: 0 Days 5:41:45        lr: 	1.0000E-05 loss: 	1.48769 loss align 0.0000
 epoch [0010 / 0050] [0609/4485] eta: 0 Days 5:41:31        lr: 	1.0000E-05 loss: 	1.45271 loss align 0.0000
 epoch [0010 / 0050] [0709/4485] eta: 0 Days 5:41:17        lr: 	1.0000E-05 loss: 	1.44624 loss align 0.0000
 epoch [0010 / 0050] [0809/4485] eta: 0 Days 5:41:3         lr: 	1.0000E-05 loss: 	1.42805 loss align 0.0000
 epoch [0010 / 0050] [0909/4485] eta: 0 Days 5:40:49        lr: 	1.0000E-05 loss: 	1.44600 loss align 0.0000
 epoch [0010 / 0050] [1009/4485] eta: 0 Days 5:40:35        lr: 	1.0000E-05 loss: 	1.46454 loss align 0.0000
 epoch [0010 / 0050] [1109/4485] eta: 0 Days 5:40:21        lr: 	1.0000E-05 loss: 	1.46122 loss align 0.0000
 epoch [0010 / 0050] [1209/4485] eta: 0 Days 5:40:8         lr: 	1.0000E-05 loss: 	1.44724 loss align 0.0000
 epoch [0010 / 0050] [1309/4485] eta: 0 Days 5:39:54        lr: 	1.0000E-05 loss: 	1.44582 loss align 0.0000
 epoch [0010 / 0050] [1409/4485] eta: 0 Days 5:39:40        lr: 	1.0000E-05 loss: 	1.43204 loss align 0.0000
 epoch [0010 / 0050] [1509/4485] eta: 0 Days 5:39:26        lr: 	1.0000E-05 loss: 	1.43656 loss align 0.0000
 epoch [0010 / 0050] [1609/4485] eta: 0 Days 5:39:12        lr: 	1.0000E-05 loss: 	1.43733 loss align 0.0000
 epoch [0010 / 0050] [1709/4485] eta: 0 Days 5:38:59        lr: 	1.0000E-05 loss: 	1.43889 loss align 0.0000
 epoch [0010 / 0050] [1809/4485] eta: 0 Days 5:38:45        lr: 	1.0000E-05 loss: 	1.44295 loss align 0.0000
 epoch [0010 / 0050] [1909/4485] eta: 0 Days 5:38:31        lr: 	1.0000E-05 loss: 	1.46053 loss align 0.0000
 epoch [0010 / 0050] [2009/4485] eta: 0 Days 5:38:17        lr: 	1.0000E-05 loss: 	1.46604 loss align 0.0000
 epoch [0010 / 0050] [2109/4485] eta: 0 Days 5:38:4         lr: 	1.0000E-05 loss: 	1.45102 loss align 0.0000
 epoch [0010 / 0050] [2209/4485] eta: 0 Days 5:37:50        lr: 	1.0000E-05 loss: 	1.45450 loss align 0.0000
 epoch [0010 / 0050] [2309/4485] eta: 0 Days 5:37:36        lr: 	1.0000E-05 loss: 	1.45292 loss align 0.0000
 epoch [0010 / 0050] [2409/4485] eta: 0 Days 5:37:23        lr: 	1.0000E-05 loss: 	1.43921 loss align 0.0000
 epoch [0010 / 0050] [2509/4485] eta: 0 Days 5:37:9         lr: 	1.0000E-05 loss: 	1.44357 loss align 0.0000
 epoch [0010 / 0050] [2609/4485] eta: 0 Days 5:36:56        lr: 	1.0000E-05 loss: 	1.45281 loss align 0.0000
 epoch [0010 / 0050] [2709/4485] eta: 0 Days 5:36:42        lr: 	1.0000E-05 loss: 	1.43426 loss align 0.0000
 epoch [0010 / 0050] [2809/4485] eta: 0 Days 5:36:28        lr: 	1.0000E-05 loss: 	1.45253 loss align 0.0000
 epoch [0010 / 0050] [2909/4485] eta: 0 Days 5:36:15        lr: 	1.0000E-05 loss: 	1.46516 loss align 0.0000
 epoch [0010 / 0050] [3009/4485] eta: 0 Days 5:36:1         lr: 	1.0000E-05 loss: 	1.46278 loss align 0.0000
 epoch [0010 / 0050] [3109/4485] eta: 0 Days 5:35:48        lr: 	1.0000E-05 loss: 	1.46758 loss align 0.0000
 epoch [0010 / 0050] [3209/4485] eta: 0 Days 5:35:34        lr: 	1.0000E-05 loss: 	1.46945 loss align 0.0000
 epoch [0010 / 0050] [3309/4485] eta: 0 Days 5:35:21        lr: 	1.0000E-05 loss: 	1.47011 loss align 0.0000
 epoch [0010 / 0050] [3409/4485] eta: 0 Days 5:35:7         lr: 	1.0000E-05 loss: 	1.47262 loss align 0.0000
 epoch [0010 / 0050] [3509/4485] eta: 0 Days 5:34:54        lr: 	1.0000E-05 loss: 	1.47067 loss align 0.0000
 epoch [0010 / 0050] [3609/4485] eta: 0 Days 5:34:40        lr: 	1.0000E-05 loss: 	1.47174 loss align 0.0000
 epoch [0010 / 0050] [3709/4485] eta: 0 Days 5:34:27        lr: 	1.0000E-05 loss: 	1.46967 loss align 0.0000
 epoch [0010 / 0050] [3809/4485] eta: 0 Days 5:34:13        lr: 	1.0000E-05 loss: 	1.47422 loss align 0.0000
 epoch [0010 / 0050] [3909/4485] eta: 0 Days 5:34:0         lr: 	1.0000E-05 loss: 	1.47522 loss align 0.0000
 epoch [0010 / 0050] [4009/4485] eta: 0 Days 5:33:46        lr: 	1.0000E-05 loss: 	1.47213 loss align 0.0000
 epoch [0010 / 0050] [4109/4485] eta: 0 Days 5:33:33        lr: 	1.0000E-05 loss: 	1.46956 loss align 0.0000
 epoch [0010 / 0050] [4209/4485] eta: 0 Days 5:33:19        lr: 	1.0000E-05 loss: 	1.46955 loss align 0.0000
 epoch [0010 / 0050] [4309/4485] eta: 0 Days 5:33:6         lr: 	1.0000E-05 loss: 	1.47203 loss align 0.0000
 epoch [0010 / 0050] [4409/4485] eta: 0 Days 5:32:52        lr: 	1.0000E-05 loss: 	1.47726 loss align 0.0000
11
starting val epoch 11
val [0011 / 0050] validation loss: 	1.66264
starting train epoch 11
 epoch [0011 / 0050] [0009/4485] eta: 0 Days 5:34:5         lr: 	1.0000E-05 loss: 	2.38507 loss align 0.0000
 epoch [0011 / 0050] [0109/4485] eta: 0 Days 5:33:51        lr: 	1.0000E-05 loss: 	1.25432 loss align 0.0000
 epoch [0011 / 0050] [0209/4485] eta: 0 Days 5:33:38        lr: 	1.0000E-05 loss: 	1.53025 loss align 0.0000
 epoch [0011 / 0050] [0309/4485] eta: 0 Days 5:33:24        lr: 	1.0000E-05 loss: 	1.36372 loss align 0.0000
 epoch [0011 / 0050] [0409/4485] eta: 0 Days 5:33:10        lr: 	1.0000E-05 loss: 	1.47530 loss align 0.0000
 epoch [0011 / 0050] [0509/4485] eta: 0 Days 5:32:57        lr: 	1.0000E-05 loss: 	1.49347 loss align 0.0000
 epoch [0011 / 0050] [0609/4485] eta: 0 Days 5:32:43        lr: 	1.0000E-05 loss: 	1.49626 loss align 0.0000
 epoch [0011 / 0050] [0709/4485] eta: 0 Days 5:32:30        lr: 	1.0000E-05 loss: 	1.54782 loss align 0.0000
 epoch [0011 / 0050] [0809/4485] eta: 0 Days 5:32:16        lr: 	1.0000E-05 loss: 	1.52674 loss align 0.0000
 epoch [0011 / 0050] [0909/4485] eta: 0 Days 5:32:3         lr: 	1.0000E-05 loss: 	1.49763 loss align 0.0000
 epoch [0011 / 0050] [1009/4485] eta: 0 Days 5:31:49        lr: 	1.0000E-05 loss: 	1.52562 loss align 0.0000
 epoch [0011 / 0050] [1109/4485] eta: 0 Days 5:31:36        lr: 	1.0000E-05 loss: 	1.53076 loss align 0.0000
 epoch [0011 / 0050] [1209/4485] eta: 0 Days 5:31:22        lr: 	1.0000E-05 loss: 	1.51353 loss align 0.0000
 epoch [0011 / 0050] [1309/4485] eta: 0 Days 5:31:9         lr: 	1.0000E-05 loss: 	1.49533 loss align 0.0000
 epoch [0011 / 0050] [1409/4485] eta: 0 Days 5:30:55        lr: 	1.0000E-05 loss: 	1.51708 loss align 0.0000
 epoch [0011 / 0050] [1509/4485] eta: 0 Days 5:30:42        lr: 	1.0000E-05 loss: 	1.50017 loss align 0.0000
 epoch [0011 / 0050] [1609/4485] eta: 0 Days 5:30:29        lr: 	1.0000E-05 loss: 	1.51543 loss align 0.0000
 epoch [0011 / 0050] [1709/4485] eta: 0 Days 5:30:16        lr: 	1.0000E-05 loss: 	1.50404 loss align 0.0000
 epoch [0011 / 0050] [1809/4485] eta: 0 Days 5:30:2         lr: 	1.0000E-05 loss: 	1.50589 loss align 0.0000
 epoch [0011 / 0050] [1909/4485] eta: 0 Days 5:29:49        lr: 	1.0000E-05 loss: 	1.49027 loss align 0.0000
 epoch [0011 / 0050] [2009/4485] eta: 0 Days 5:29:36        lr: 	1.0000E-05 loss: 	1.50141 loss align 0.0000
 epoch [0011 / 0050] [2109/4485] eta: 0 Days 5:29:23        lr: 	1.0000E-05 loss: 	1.50202 loss align 0.0000
 epoch [0011 / 0050] [2209/4485] eta: 0 Days 5:29:10        lr: 	1.0000E-05 loss: 	1.51329 loss align 0.0000
 epoch [0011 / 0050] [2309/4485] eta: 0 Days 5:28:56        lr: 	1.0000E-05 loss: 	1.51943 loss align 0.0000
 epoch [0011 / 0050] [2409/4485] eta: 0 Days 5:28:43        lr: 	1.0000E-05 loss: 	1.50168 loss align 0.0000
 epoch [0011 / 0050] [2509/4485] eta: 0 Days 5:28:30        lr: 	1.0000E-05 loss: 	1.50396 loss align 0.0000
 epoch [0011 / 0050] [2609/4485] eta: 0 Days 5:28:17        lr: 	1.0000E-05 loss: 	1.50849 loss align 0.0000
 epoch [0011 / 0050] [2709/4485] eta: 0 Days 5:28:3         lr: 	1.0000E-05 loss: 	1.51036 loss align 0.0000
 epoch [0011 / 0050] [2809/4485] eta: 0 Days 5:27:50        lr: 	1.0000E-05 loss: 	1.50853 loss align 0.0000
 epoch [0011 / 0050] [2909/4485] eta: 0 Days 5:27:37        lr: 	1.0000E-05 loss: 	1.49660 loss align 0.0000
 epoch [0011 / 0050] [3009/4485] eta: 0 Days 5:27:24        lr: 	1.0000E-05 loss: 	1.49410 loss align 0.0000
 epoch [0011 / 0050] [3109/4485] eta: 0 Days 5:27:11        lr: 	1.0000E-05 loss: 	1.50056 loss align 0.0000
 epoch [0011 / 0050] [3209/4485] eta: 0 Days 5:26:57        lr: 	1.0000E-05 loss: 	1.50086 loss align 0.0000
 epoch [0011 / 0050] [3309/4485] eta: 0 Days 5:26:44        lr: 	1.0000E-05 loss: 	1.49794 loss align 0.0000
 epoch [0011 / 0050] [3409/4485] eta: 0 Days 5:26:31        lr: 	1.0000E-05 loss: 	1.50532 loss align 0.0000
 epoch [0011 / 0050] [3509/4485] eta: 0 Days 5:26:18        lr: 	1.0000E-05 loss: 	1.50539 loss align 0.0000
 epoch [0011 / 0050] [3609/4485] eta: 0 Days 5:26:5         lr: 	1.0000E-05 loss: 	1.49982 loss align 0.0000
 epoch [0011 / 0050] [3709/4485] eta: 0 Days 5:25:52        lr: 	1.0000E-05 loss: 	1.49784 loss align 0.0000
 epoch [0011 / 0050] [3809/4485] eta: 0 Days 5:25:39        lr: 	1.0000E-05 loss: 	1.50114 loss align 0.0000
 epoch [0011 / 0050] [3909/4485] eta: 0 Days 5:25:25        lr: 	1.0000E-05 loss: 	1.49591 loss align 0.0000
 epoch [0011 / 0050] [4009/4485] eta: 0 Days 5:25:12        lr: 	1.0000E-05 loss: 	1.50190 loss align 0.0000
 epoch [0011 / 0050] [4109/4485] eta: 0 Days 5:24:59        lr: 	1.0000E-05 loss: 	1.50848 loss align 0.0000
 epoch [0011 / 0050] [4209/4485] eta: 0 Days 5:24:46        lr: 	1.0000E-05 loss: 	1.49676 loss align 0.0000
 epoch [0011 / 0050] [4309/4485] eta: 0 Days 5:24:33        lr: 	1.0000E-05 loss: 	1.49637 loss align 0.0000
 epoch [0011 / 0050] [4409/4485] eta: 0 Days 5:24:20        lr: 	1.0000E-05 loss: 	1.49053 loss align 0.0000
12
starting val epoch 12
val [0012 / 0050] validation loss: 	1.60936
starting train epoch 12
 epoch [0012 / 0050] [0009/4485] eta: 0 Days 5:25:22        lr: 	1.0000E-05 loss: 	2.46873 loss align 0.0000
 epoch [0012 / 0050] [0109/4485] eta: 0 Days 5:25:9         lr: 	1.0000E-05 loss: 	1.90106 loss align 0.0000
 epoch [0012 / 0050] [0209/4485] eta: 0 Days 5:24:54        lr: 	1.0000E-05 loss: 	1.58037 loss align 0.0000
 epoch [0012 / 0050] [0309/4485] eta: 0 Days 5:24:40        lr: 	1.0000E-05 loss: 	1.59284 loss align 0.0000
 epoch [0012 / 0050] [0409/4485] eta: 0 Days 5:24:25        lr: 	1.0000E-05 loss: 	1.55532 loss align 0.0000
 epoch [0012 / 0050] [0509/4485] eta: 0 Days 5:24:11        lr: 	1.0000E-05 loss: 	1.45798 loss align 0.0000
 epoch [0012 / 0050] [0609/4485] eta: 0 Days 5:23:57        lr: 	1.0000E-05 loss: 	1.42405 loss align 0.0000
 epoch [0012 / 0050] [0709/4485] eta: 0 Days 5:23:42        lr: 	1.0000E-05 loss: 	1.38822 loss align 0.0000
 epoch [0012 / 0050] [0809/4485] eta: 0 Days 5:23:28        lr: 	1.0000E-05 loss: 	1.42476 loss align 0.0000
 epoch [0012 / 0050] [0909/4485] eta: 0 Days 5:23:14        lr: 	1.0000E-05 loss: 	1.44537 loss align 0.0000
 epoch [0012 / 0050] [1009/4485] eta: 0 Days 5:23:0         lr: 	1.0000E-05 loss: 	1.39145 loss align 0.0000
 epoch [0012 / 0050] [1109/4485] eta: 0 Days 5:22:46        lr: 	1.0000E-05 loss: 	1.43710 loss align 0.0000
 epoch [0012 / 0050] [1209/4485] eta: 0 Days 5:22:32        lr: 	1.0000E-05 loss: 	1.45290 loss align 0.0000
 epoch [0012 / 0050] [1309/4485] eta: 0 Days 5:22:17        lr: 	1.0000E-05 loss: 	1.46470 loss align 0.0000
 epoch [0012 / 0050] [1409/4485] eta: 0 Days 5:22:3         lr: 	1.0000E-05 loss: 	1.45070 loss align 0.0000
 epoch [0012 / 0050] [1509/4485] eta: 0 Days 5:21:49        lr: 	1.0000E-05 loss: 	1.43110 loss align 0.0000
 epoch [0012 / 0050] [1609/4485] eta: 0 Days 5:21:35        lr: 	1.0000E-05 loss: 	1.43808 loss align 0.0000
 epoch [0012 / 0050] [1709/4485] eta: 0 Days 5:21:21        lr: 	1.0000E-05 loss: 	1.45446 loss align 0.0000
 epoch [0012 / 0050] [1809/4485] eta: 0 Days 5:21:7         lr: 	1.0000E-05 loss: 	1.45350 loss align 0.0000
 epoch [0012 / 0050] [1909/4485] eta: 0 Days 5:20:53        lr: 	1.0000E-05 loss: 	1.45791 loss align 0.0000
 epoch [0012 / 0050] [2009/4485] eta: 0 Days 5:20:39        lr: 	1.0000E-05 loss: 	1.45803 loss align 0.0000
 epoch [0012 / 0050] [2109/4485] eta: 0 Days 5:20:26        lr: 	1.0000E-05 loss: 	1.46739 loss align 0.0000
 epoch [0012 / 0050] [2209/4485] eta: 0 Days 5:20:12        lr: 	1.0000E-05 loss: 	1.46492 loss align 0.0000
 epoch [0012 / 0050] [2309/4485] eta: 0 Days 5:19:58        lr: 	1.0000E-05 loss: 	1.46555 loss align 0.0000
 epoch [0012 / 0050] [2409/4485] eta: 0 Days 5:19:44        lr: 	1.0000E-05 loss: 	1.46970 loss align 0.0000
 epoch [0012 / 0050] [2509/4485] eta: 0 Days 5:19:30        lr: 	1.0000E-05 loss: 	1.46689 loss align 0.0000
 epoch [0012 / 0050] [2609/4485] eta: 0 Days 5:19:16        lr: 	1.0000E-05 loss: 	1.47547 loss align 0.0000
 epoch [0012 / 0050] [2709/4485] eta: 0 Days 5:19:2         lr: 	1.0000E-05 loss: 	1.49516 loss align 0.0000
 epoch [0012 / 0050] [2809/4485] eta: 0 Days 5:18:48        lr: 	1.0000E-05 loss: 	1.50110 loss align 0.0000
 epoch [0012 / 0050] [2909/4485] eta: 0 Days 5:18:35        lr: 	1.0000E-05 loss: 	1.48874 loss align 0.0000
 epoch [0012 / 0050] [3009/4485] eta: 0 Days 5:18:21        lr: 	1.0000E-05 loss: 	1.50172 loss align 0.0000
 epoch [0012 / 0050] [3109/4485] eta: 0 Days 5:18:7         lr: 	1.0000E-05 loss: 	1.49569 loss align 0.0000
 epoch [0012 / 0050] [3209/4485] eta: 0 Days 5:17:53        lr: 	1.0000E-05 loss: 	1.49022 loss align 0.0000
 epoch [0012 / 0050] [3309/4485] eta: 0 Days 5:17:39        lr: 	1.0000E-05 loss: 	1.50806 loss align 0.0000
 epoch [0012 / 0050] [3409/4485] eta: 0 Days 5:17:26        lr: 	1.0000E-05 loss: 	1.50865 loss align 0.0000
